group_5_year,mean_delta_ratio,median_delta_ratio,mode_delta_ratio,p5_delta_ratio,p25_delta_ratio,p75_delta_ratio,p95_delta_ratio,mean_mean_temp,median_mean_temp,p5_mean_temp,p25_mean_temp,p75_mean_temp,p95_mean_temp,n_samples,mcnary_sum,priest_rapids_sum,prosser_sum,ice_harbor_sum,yearly_delta,yearly_delta_ratio
1985,0.612189965644321,0.6068032677112629,0.188470066518847,0.21769742452669283,0.2996078431372549,0.866848543518437,0.9112997056928658,18.651813725490197,18.7225,15.39995294117647,17.508999999999997,20.622500000000002,21.075176470588236,9,164423.0,19644.0,87.0,4153.0,140539.0,0.8547405168376687
1986,0.7110217580558569,0.7759476259373939,0.12226906860866232,0.334630631649511,0.6498356421222699,0.8695562545997113,0.8936863072232748,18.80944117647059,19.37612745098039,15.76925,18.31267156862745,19.954166666666666,20.35988235294118,10,183399.0,33259.0,0.0,7993.0,142147.0,0.775069656868358
1987,0.7554718607662912,0.7959814528593508,0.4084675014907573,0.5128948631408878,0.6797255246150163,0.8603479853479854,0.8821225081676894,18.20783950617284,18.985,14.589529411764705,17.34333333333333,20.13111111111111,20.199529411764708,9,93470.0,17779.0,0.0,3635.0,72056.0,0.7708997539317428
1988,0.7817587627825604,0.8107718637245117,0.5884033613445379,0.6102950965183704,0.7557886186023594,0.8460413920806267,0.8735612686292533,18.77500045248869,19.052235294117647,16.351474999999997,17.369951923076925,20.327904411764706,20.621316176470586,10,107960.0,15034.0,0.0,5582.0,87344.0,0.8090403853278992
1989,0.7261490213625097,0.8039193541457003,0.475484606613455,0.48700995469003183,0.5547627466520352,0.8701230057062415,0.8793754057335043,18.86697875816993,19.66875,15.396558823529412,18.518676470588233,20.121666666666663,20.46794117647059,10,73105.0,7622.0,0.0,4509.0,60974.0,0.8340605977703304
1990,0.6969841738542197,0.7909465020576132,0.1944922547332186,0.37135780249351286,0.619936646037788,0.8288503829670433,0.8529598422755131,18.451969399881165,18.970000000000002,14.69575,17.276405228758172,20.14935294117647,21.101323529411765,11,62383.0,6807.0,0.0,4725.0,50851.0,0.8151419457223923
1991,0.5995180689229354,0.7013309862537791,0.0392156862745098,0.12295202666046656,0.4815539755970267,0.7976652986259146,0.8631001343047283,18.253441176470588,18.836691176470588,15.206624999999999,17.332205882352945,19.6375,19.988088235294114,10,55562.0,6115.0,1371.0,4587.0,43489.0,0.7827112055001619
1992,0.7053716456740962,0.8089887640449438,0.22498060512024826,0.3108316985518311,0.6217883993339404,0.8558876237694817,0.8892390636574559,18.42608513708514,19.23235294117647,14.549882352941175,17.28627450980392,20.03585714285714,20.792777777777776,11,60506.0,7797.0,892.0,2921.0,48896.0,0.8081182031534063
1993,0.62467980529976,0.7696231226976481,0.06469298245614036,0.13300438596491226,0.42397044458446276,0.8699995367418235,0.9140486760675494,18.63621063576946,19.4975,15.24235294117647,17.40875,20.226805555555558,20.545882352941177,11,98832.0,13768.0,1280.0,2661.0,81123.0,0.820817144244779
1994,0.6451047485252982,0.7516603439429193,0.2893124574540504,0.32668565548466766,0.41422006360510727,0.8421068367357314,0.8579672632119182,18.48559650735294,19.359437500000002,14.9603125,16.764125,20.17491176470588,20.928676470588236,8,64399.0,14140.0,791.0,3204.0,46264.0,0.7183962483889501
1995,0.5701870432143765,0.6061369668315181,0.0465237846314689,0.1296231760598375,0.4107775426991886,0.84224807593661,0.8675467757849378,18.596218487394957,19.345,15.172529411764705,17.17285714285714,20.179159663865544,20.916529411764706,8,46190.0,9640.0,707.0,2710.0,33133.0,0.7173197661831565
1996,0.5807279771194443,0.6963290633271368,-0.0006353240152477764,0.0986909820424187,0.2879441427108478,0.8880084917104731,0.8987754260961283,18.55081862745098,19.09058823529412,15.967691176470588,16.914029411764705,20.136299019607844,20.492200980392155,8,39909.0,5254.0,563.0,2455.0,31637.0,0.7927284572402215
1997,0.4797909101544566,0.725,-0.5057636887608069,-0.22669941194797105,0.2110343135250092,0.8296011876988665,0.8521722833963163,18.85926247771836,19.691764705882353,15.723725490196081,17.516764705882352,20.527500000000003,20.70665441176471,11,66487.0,9373.0,884.0,6677.0,49553.0,0.7453035931836299
1998,0.35626439134372434,0.52988634356045,-0.318550309966619,-0.25539522523718144,-0.07263767792483913,0.7381225124382069,0.7881365314178075,18.731175197351668,19.325000000000003,15.600367647058825,17.226512605042018,20.335833333333333,21.14860294117647,11,86158.0,30132.0,0.0,9905.0,46121.0,0.535307226258734
1999,0.19442610181017253,0.2374465194980838,-0.1440677966101695,-0.11962318483429625,0.05097187328712595,0.3538801827619289,0.41226039950988247,18.249435457516338,19.15176470588235,14.305514705882352,16.768676470588236,19.914301470588235,20.617191176470588,12,87618.0,44873.0,2296.0,16349.0,24100.0,0.27505763655869797
2000,0.4394151033373109,0.48884821909845944,-0.026119402985074626,0.024193981075017072,0.2231212849742829,0.6537582105189288,0.7446317058243054,18.73426309134765,19.042426470588236,15.54405476190476,17.98979779411765,20.26161764705882,20.660235294117648,12,146447.0,30255.0,3306.0,23686.0,89200.0,0.6090940749895867
2001,0.49769718785085226,0.5944664107793856,-0.15474919957310565,-0.12481323372465314,0.4193703085599734,0.7487216231019114,0.8204250645322089,18.57132624034462,19.490036764705884,15.052411764705882,17.469250000000002,20.00423529411765,20.56639705882353,12,166581.0,26257.0,4834.0,21309.0,114181.0,0.6854383152940612
2002,0.22213711387387713,0.39173176458356,-0.7330264672036824,-0.5633094966455416,-0.18317331242557114,0.6277039120567295,0.7146757143357436,19.021064955469367,19.20544117647059,16.091207417582417,18.14361344537815,20.591764705882355,21.028029411764706,12,208076.0,52869.0,4473.0,31574.0,119160.0,0.5726753686153137
2003,0.3510679755918456,0.5069823638969286,-0.9593669803250642,-0.48279988690899067,0.26244563223448747,0.6616667851291149,0.7485956387773272,18.359186989379086,18.901176470588236,14.227116666666667,16.924453125,20.377794117647056,20.743661764705884,12,193140.0,45161.0,2880.0,32264.0,112835.0,0.5842135238686963
2004,0.4493033674975944,0.5219381249035486,-0.07012987012987013,0.05481569239075014,0.2127094999159414,0.6900547787751784,0.7519880344163805,18.42673845996732,18.84869607843137,15.135043198529413,17.055735294117646,20.268676470588236,20.65062132352941,12,147098.0,29277.0,1735.0,19238.0,96848.0,0.6583910046363649
2005,0.47270390408520196,0.6841328952972944,-0.2582025677603424,-0.11874533505871754,0.3031493676122615,0.7127821773194123,0.7470877400587871,18.58026419526144,19.379310661764706,15.060899999999998,17.158823529411762,20.20154411764706,20.792485294117643,12,102648.0,19726.0,1339.0,17107.0,64476.0,0.6281271919569792
2006,0.28227160637266585,0.2893491590584056,-0.24122137404580152,-0.1496678291832305,0.09103672664340286,0.5022533677989603,0.6978018930112809,18.580717553688142,18.980294117647055,15.409864285714287,16.739044117647055,20.528088235294117,20.839264705882353,12,84864.0,26741.0,969.0,23151.0,34003.0,0.40067637631975866
2007,-0.2340469469072759,0.2513416734645868,-1.8942528735632185,-1.6079755283648498,-0.8848766174318949,0.39501962915001204,0.523817485897021,18.500366922905528,19.226588235294116,14.746264705882352,17.32644385026738,20.140919117647062,20.742387867647057,12,121238.0,47622.0,2693.0,33436.0,37487.0,0.3092017354294858
2008,0.053630637679454495,0.12290402961979949,-1.3703703703703705,-1.0118868600071607,-0.0621945804585627,0.465266392179879,0.641399227735415,18.851394673953497,19.34294117647059,15.647392857142856,18.051176470588235,20.43343325791855,20.754088235294116,12,166276.0,44651.0,2924.0,63408.0,55293.0,0.3325374678245808
2009,0.30068340481752853,0.4498041059395079,-0.3369713506139154,-0.2957659406469245,-0.10488903947953962,0.6427054000812256,0.7370389915207807,18.680745543672014,19.060000000000002,15.49504901960784,17.742749999999997,20.200625000000002,20.91155882352941,11,223696.0,39500.0,2596.0,58622.0,122978.0,0.5497550246763465
2010,0.43142228784680037,0.5464406612142028,-0.11562998405103668,0.0004148216390779391,0.17436892458815104,0.6098677677538604,0.8317600949463166,18.820126177743823,19.41464285714286,15.108323529411766,17.92666666666667,20.348529411764705,20.794852941176472,11,187693.0,38648.0,2314.0,49076.0,97655.0,0.5202911136803184
2011,0.2587806041597288,0.3516446762563326,-0.2134962187318208,-0.1698437430181913,-0.028418874827739984,0.4783432944844058,0.6036364918998413,19.26449705882353,19.7855,16.152150000000002,18.353083333333338,20.781323529411765,21.111154411764705,10,214550.0,55983.0,3416.0,58961.0,96190.0,0.4483337217431834
2012,-0.07373060557783291,0.022323445264267428,-1.158647140864714,-0.8589684658033145,-0.14761753244018216,0.1355316004357793,0.42600302068466844,19.04435820195847,20.131875,15.485588235294117,17.2971875,20.820063025210086,21.271590909090907,11,401463.0,238192.0,7262.0,69956.0,86053.0,0.21434852028705012
2013,0.31991536743767024,0.29772774858311957,-0.13191226444238494,-0.10339413244445136,0.07383549064028566,0.5991001264391209,0.7079409813583278,19.131945757469655,19.84798713235294,16.17407142857143,17.885758272058823,20.600294117647056,21.05335294117647,12,484524.0,130804.0,7392.0,79263.0,267065.0,0.5511904467064583
2014,0.3640142521067597,0.577370323592178,-0.6852713178294574,-0.40962081850001025,0.13605893983489065,0.6985977262081364,0.8085349557520594,19.035772090654444,19.673333333333332,15.779285714285713,18.502279411764704,20.327926470588235,20.955,11,497772.0,83227.0,7591.0,70187.0,336767.0,0.6765487010117082
2015,0.4608511680742835,0.5130698814871291,0.01828029790115098,0.04536495315099533,0.29001935592440686,0.670993358695926,0.7475720039904077,18.619507703081233,18.933193277310927,14.697499999999998,17.597083333333334,20.447058823529414,21.13624705882353,12,264453.0,43510.0,5600.0,49779.0,165564.0,0.6260620979909474
2016,0.36406080594650875,0.5553940061994529,-0.6169354838709677,-0.5366889778175022,0.2139456316558007,0.7010179474865278,0.7514474639178629,18.726535072362278,19.527261904761904,14.784227941176471,17.195569852941173,20.74566176470588,21.077955882352942,12,163952.0,32263.0,2245.0,31450.0,97994.0,0.5976993266321851
2017,0.4473573991296827,0.5747628147531088,-0.3114754098360656,-0.1990011437285551,0.2341729941145397,0.7437768674505622,0.8008168574623185,18.62866983251634,19.207058823529415,15.621927389705883,16.803333333333335,20.393419117647063,20.82514705882353,12,113650.0,19709.0,1140.0,20941.0,71860.0,0.6322921249450066
2018,0.4141018787419482,0.42764354377760455,-0.19748653500897667,-0.15119081995204078,0.12651586526895986,0.734724677932699,0.8105706453130674,18.729138364086893,19.326666666666668,14.98014423076923,16.85013480392157,20.9575,21.139577205882354,11,103388.0,21616.0,571.0,16028.0,65173.0,0.6303729639803459
2019,0.48605612420225786,0.5240425380856293,0.24517593643586832,0.2455580529440407,0.3457060554852353,0.6274232709123506,0.733932086384689,19.123081801470587,19.693284313725492,16.360158088235295,18.0405,20.596609375000003,20.93933088235294,12,212010.0,50427.0,1919.0,38362.0,121302.0,0.5721522569690108
2020,0.36259171464443546,0.45827166815668263,-0.16209010930418555,-0.16048492788510835,-0.008958484244838827,0.6501627905809557,0.7410187706452848,18.400990971174796,19.32220588235294,14.512615384615385,16.786384803921568,20.233014705882354,20.893116013071893,12,202831.0,52775.0,1975.0,44849.0,103232.0,0.508955731618934
2021,0.2827725455614311,0.2688245313142518,-0.2612745098039216,-0.2023347774724439,0.02567690277465428,0.631871878762158,0.6958406150865262,19.036053206699346,19.139142156862746,15.899470588235296,18.007264093137255,20.934109375000002,21.137857843137255,12,184245.0,34307.0,1876.0,55789.0,92273.0,0.5008168471328936
2022,0.5939612479589732,0.8044554236429555,-0.11655492521918515,0.009716374874335978,0.26806549572099314,0.8536779265088712,0.8749995410414347,18.82302322932378,19.542511312217194,15.199382352941177,17.760759803921566,20.422780330882357,21.129705882352937,12,213584.0,0.0,3379.0,58929.0,151276.0,0.70827402801708
2023,0.013670276638120126,-0.048995535714285714,-0.8572961373390557,-0.7097293149345357,-0.1194620253164557,0.3805220319955094,0.6469708460510125,20.93087132352941,20.9578125,20.610088235294118,20.657500000000002,21.05205882352941,21.321411764705882,5,63215.0,2570.0,1376.0,31549.0,27720.0,0.4385035197342403
